Time,Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
2013-07-01 02:33:25,1372646005,2,5851.9989,25.3586619,0.43333333333333335,8218624.0,95070.13333333332,0.0,0.8666666666666667,0.4666666666666667,1.0666666666666669
2013-07-01 02:38:25,1372646305,2,5851.9989,27.3093282,0.4666666666666666,8218624.0,67107.2,0.0,0.2,0.4666666666666667,1.0666666666666669
2013-07-01 02:43:25,1372646605,2,5851.9989,29.2599945,0.5,8218624.0,134216.8,0.0,0.2,0.26666666666666666,1.0
2013-07-01 02:48:25,1372646905,2,5851.9989,29.2599945,0.5,8218624.0,100661.6,0.0,0.2,0.3333333333333333,1.0
2013-07-01 02:53:25,1372647205,2,5851.9989,29.2599945,0.5,8218624.0,139808.0,0.0,0.2,0.4,1.0
2013-07-01 02:58:25,1372647505,2,5851.9989,29.2599945,0.5,8218624.0,134216.0,0.0,0.2,0.2,1.0
2013-07-01 03:03:25,1372647805,2,5851.9989,29.2599945,0.5,8218624.0,117438.4,0.0,0.2,0.13333333333333333,1.0
2013-07-01 03:08:25,1372648105,2,5851.9989,29.2599945,0.5,8218624.0,95069.06666666668,0.0,0.5333333333333333,0.06666666666666668,1.1333333333333333
2013-07-01 03:13:25,1372648405,2,5851.9989,29.2599945,0.5,8218624.0,83884.0,0.0,1.0,0.0,1.0
2013-07-01 03:18:25,1372648705,2,5851.9989,29.2599945,0.5,8218624.0,44738.13333333333,0.0,0.2,0.2,1.0
2013-07-01 03:23:25,1372649005,2,5851.9989,29.2599945,0.5,8218624.0,117440.0,0.0,0.2,0.13333333333333333,1.0
2013-07-01 03:28:25,1372649305,2,5851.9989,29.2599945,0.5,8218624.0,123032.0,0.0,0.26666666666666666,0.2,1.0
2013-07-01 03:33:25,1372649605,2,5851.9989,29.2599945,0.5,8218624.0,100662.66666666669,0.0,0.2,0.13333333333333333,1.0
2013-07-01 03:38:25,1372649905,2,5851.9989,29.2599945,0.5,8218624.0,67108.0,0.0,0.2,0.3333333333333333,1.0666666666666669
2013-07-01 03:43:25,1372650205,2,5851.9989,29.2599945,0.5,8218624.0,117438.93333333332,0.0,0.2,0.26666666666666666,1.0
2013-07-01 03:48:25,1372650505,2,5851.9989,29.2599945,0.5,8218624.0,128623.73333333337,0.0,0.13333333333333333,0.06666666666666668,1.0
2013-07-01 03:53:25,1372650805,2,5851.9989,19.506663,0.33333333333333337,8218624.0,111846.4,0.0,0.2,0.13333333333333333,1.0
2013-07-01 03:58:25,1372651105,2,5851.9989,25.3586619,0.43333333333333335,8218624.0,0.0,0.0,0.2,0.13333333333333333,1.0
2013-07-01 04:03:25,1372651405,2,5851.9989,25.3586619,0.43333333333333335,8218624.0,206918.66666666663,0.0,0.2,0.2,1.0
2013-07-01 04:08:25,1372651705,2,5851.9989,29.2599945,0.5,8218624.0,262842.13333333336,0.0,0.8666666666666667,0.13333333333333333,1.0666666666666669
2013-07-01 04:13:26,1372652006,2,5851.9989,29.2599945,0.5,8218624.0,206917.86666666667,0.0,0.26666666666666666,0.13333333333333333,1.0
2013-07-01 04:18:26,1372652306,2,5851.9989,29.2599945,0.5,8218624.0,190140.26666666663,0.0,0.13333333333333333,0.2,1.0
2013-07-01 04:23:26,1372652606,2,5851.9989,29.2599945,0.5,8218624.0,234879.2,0.0,0.2,0.2,1.0
2013-07-01 04:28:26,1372652906,2,5851.9989,27.3093282,0.4666666666666666,8218624.0,123030.93333333332,0.0,0.2,0.26666666666666666,1.0
2013-07-01 04:33:26,1372653206,2,5851.9989,29.2599945,0.5,8218624.0,89477.06666666668,0.0,0.2,0.26666666666666666,1.0
2013-07-01 04:38:26,1372653506,2,5851.9989,29.2599945,0.5,8218624.0,5592.266666666666,0.0,0.4,0.3333333333333333,1.0666666666666669
2013-07-01 04:43:26,1372653806,2,5851.9989,29.2599945,0.5,8218624.0,123031.46666666665,0.0,0.13333333333333333,0.26666666666666666,1.0
2013-07-01 04:48:26,1372654106,2,5851.9989,29.2599945,0.5,8218624.0,89476.8,0.0,0.2,0.2,1.0
2013-07-01 04:53:26,1372654406,2,5851.9989,29.2599945,0.5,8218624.0,95069.06666666668,0.0,0.6,0.3333333333333333,1.0666666666666669
2013-07-01 04:58:26,1372654706,2,5851.9989,25.3586619,0.43333333333333335,8218624.0,72699.46666666666,0.0,0.2,0.06666666666666668,1.0
2013-07-01 05:03:26,1372655006,2,5851.9989,29.2599945,0.5,8218624.0,128624.26666666663,0.0,0.13333333333333333,0.06666666666666668,1.0
2013-07-01 05:08:26,1372655306,2,5851.9989,29.2599945,0.5,8218624.0,128624.8,0.0,0.2,0.06666666666666668,1.0
2013-07-01 05:13:26,1372655606,2,5851.9989,29.2599945,0.5,8218624.0,162178.66666666663,0.0,0.26666666666666666,0.06666666666666668,1.0
2013-07-01 05:18:26,1372655906,2,5851.9989,29.2599945,0.5,8218624.0,11184.533333333333,0.0,0.2,0.13333333333333333,1.0
2013-07-01 05:23:26,1372656206,2,5851.9989,29.2599945,0.5,8218624.0,39145.86666666667,0.0,0.2,0.06666666666666668,1.0
2013-07-01 05:28:26,1372656506,2,5851.9989,29.2599945,0.5,8218624.0,145400.8,0.0,0.26666666666666666,0.06666666666666668,1.0
2013-07-01 05:33:26,1372656806,2,5851.9989,29.2599945,0.5,8218624.0,134216.53333333333,0.0,0.2,0.13333333333333333,1.0
2013-07-01 05:38:26,1372657106,2,5851.9989,29.2599945,0.5,8218624.0,128623.2,0.0,0.2,0.2,1.0
2013-07-01 05:43:26,1372657406,2,5851.9989,27.3093282,0.4666666666666666,8218624.0,83884.0,0.0,0.2,0.2,1.0
2013-07-01 05:48:26,1372657706,2,5851.9989,29.2599945,0.5,8218624.0,117439.2,0.0,0.8,0.2,1.0666666666666669
2013-07-01 05:53:26,1372658006,2,5851.9989,29.2599945,0.5,8218624.0,111846.66666666669,0.0,0.2,0.13333333333333333,1.0
2013-07-01 05:58:26,1372658306,2,5851.9989,29.2599945,0.5,8218624.0,83884.8,0.0,0.2,0.13333333333333333,1.0
2013-07-01 06:03:26,1372658606,2,5851.9989,29.2599945,0.5,8218624.0,83884.0,0.0,1.1333333333333333,0.2,1.0666666666666669
2013-07-01 06:08:26,1372658906,2,5851.9989,27.3093282,0.4666666666666666,8218624.0,139808.53333333333,0.0,0.2,0.06666666666666668,1.0
2013-07-01 06:13:26,1372659206,2,5851.9989,27.3093282,0.4666666666666666,8218624.0,117438.4,0.0,0.2,0.26666666666666666,1.0
2013-07-01 06:18:26,1372659506,2,5851.9989,29.2599945,0.5,8218624.0,106254.66666666669,0.0,0.2,0.2,1.0
2013-07-01 06:23:26,1372659806,2,5851.9989,29.2599945,0.5,8218624.0,95069.6,0.0,0.13333333333333333,0.26666666666666666,1.0666666666666669
2013-07-01 06:28:26,1372660106,2,5851.9989,29.2599945,0.5,8218624.0,123032.0,0.0,0.26666666666666666,0.2,1.0
2013-07-01 06:33:27,1372660407,2,5851.9989,25.3586619,0.43333333333333335,8218624.0,55923.46666666667,0.0,0.13333333333333333,0.2,1.0
2013-07-01 06:38:27,1372660707,2,5851.9989,25.3586619,0.43333333333333335,8218624.0,134216.0,0.0,0.7333333333333333,0.3333333333333333,1.0666666666666669
2013-07-01 06:43:27,1372661007,2,5851.9989,29.2599945,0.5,8218624.0,95068.8,0.0,0.2,0.2,1.0
2013-07-01 06:48:27,1372661307,2,5851.9989,29.2599945,0.5,8218624.0,173362.4,0.0,0.2,0.06666666666666668,1.0
2013-07-01 06:53:27,1372661607,2,5851.9989,27.3093282,0.4666666666666666,8218624.0,100661.6,0.0,0.13333333333333333,0.06666666666666668,1.0
2013-07-01 06:58:27,1372661907,2,5851.9989,13.654664099999998,0.2333333333333333,8218624.0,83884.0,0.0,0.13333333333333333,0.06666666666666668,1.0
2013-07-01 07:03:27,1372662207,2,5851.9989,19.506663,0.33333333333333337,8218624.0,89476.53333333334,0.0,0.13333333333333333,0.2,1.0
2013-07-01 07:08:27,1372662507,2,5851.9989,19.506663,0.33333333333333337,8218624.0,111846.66666666669,0.0,0.26666666666666666,0.13333333333333333,1.0
2013-07-01 07:13:27,1372662807,2,5851.9989,15.605330399999998,0.26666666666666666,8218624.0,89477.33333333331,0.0,0.2,0.06666666666666668,1.0
2013-07-01 07:18:27,1372663107,2,5851.9989,327.71193839999995,5.6,8218624.0,318765.86666666664,0.0,0.8666666666666667,6.533333333333332,19.6
2013-07-01 07:23:27,1372663407,2,5851.9989,29.2599945,0.5,8218624.0,341134.9333333333,0.0,0.4666666666666667,0.13333333333333333,1.0
2013-07-01 07:28:27,1372663707,2,5851.9989,29.2599945,0.5,8218624.0,162177.86666666667,0.0,0.13333333333333333,0.06666666666666668,1.0
2013-07-01 07:33:27,1372664007,2,5851.9989,25.3586619,0.43333333333333335,8218624.0,123030.93333333332,0.0,0.2,0.13333333333333333,1.0
2013-07-01 07:38:27,1372664307,2,5851.9989,21.4573293,0.36666666666666653,8218624.0,195733.06666666668,0.0,1.3333333333333333,0.2,1.0
2013-07-01 07:43:27,1372664607,2,5851.9989,21.4573293,0.36666666666666653,8218624.0,145401.6,0.0,1.4666666666666666,0.2,1.1333333333333333
2013-07-01 07:48:27,1372664907,2,5851.9989,29.2599945,0.5,8218624.0,296396.8,0.0,0.2,0.2,1.0
2013-07-01 07:53:27,1372665207,2,5851.9989,29.2599945,0.5,8218624.0,234879.73333333328,0.0,0.2,0.26666666666666666,1.0
2013-07-01 07:58:28,1372665508,2,5851.9989,29.2599945,0.5,8218624.0,173364.0,0.0,0.3333333333333333,0.26666666666666666,1.0
2013-07-01 08:03:28,1372665808,2,5851.9989,25.3586619,0.43333333333333335,8218624.0,206917.06666666668,0.0,0.2,0.13333333333333333,1.0
2013-07-01 08:08:28,1372666108,2,5851.9989,29.2599945,0.5,8218624.0,178956.0,0.0,0.13333333333333333,0.13333333333333333,1.0
2013-07-01 08:13:28,1372666408,2,5851.9989,25.3586619,0.43333333333333335,8218624.0,117439.2,0.0,0.2,0.13333333333333333,1.0
2013-07-01 08:18:28,1372666708,2,5851.9989,17.555996699999998,0.3,8218624.0,72700.53333333334,0.0,0.13333333333333333,0.2,1.0
2013-07-01 08:23:28,1372667008,2,5851.9989,27.3093282,0.4666666666666666,8218624.0,139809.06666666668,0.0,0.5333333333333333,0.3333333333333333,1.0666666666666669
2013-07-01 08:28:27,1372667307,2,5851.9989,25.3586619,0.43333333333333335,8218624.0,195732.53333333333,0.0,0.2,0.13333333333333333,1.0
2013-07-01 08:33:27,1372667607,2,5851.9989,85.82931719999998,1.4666666666666666,8218624.0,167771.2,0.0,0.7333333333333333,2.533333333333333,7.533333333333332
2013-07-01 08:38:27,1372667907,2,5851.9989,226.2772908,3.8666666666666663,8218624.0,318765.86666666664,0.0,0.6666666666666666,4.666666666666667,13.733333333333333
2013-07-01 08:43:27,1372668207,2,5851.9989,222.3759582,3.8,8218624.0,799712.2666666667,0.0,0.26666666666666666,3.2,10.733333333333333
2013-07-01 08:48:27,1372668507,2,5851.9989,327.71193839999995,5.6,8218624.0,503314.93333333347,0.0,0.9333333333333332,21.0,21.133333333333333
2013-07-01 08:53:27,1372668807,2,5851.9989,130.69464209999998,2.2333333333333334,8218624.0,492130.4,0.0,0.26666666666666666,2.466666666666667,7.8
2013-07-01 08:58:27,1372669107,2,5851.9989,21.4573293,0.36666666666666653,8218624.0,162179.2,0.0,0.13333333333333333,0.2,1.0
2013-07-01 09:03:27,1372669407,2,5851.9989,29.2599945,0.5,8218624.0,240472.8,0.0,0.2,0.6,1.3333333333333333
2013-07-01 09:08:27,1372669707,2,5851.9989,13.654664099999998,0.2333333333333333,8218624.0,111846.66666666669,0.0,0.13333333333333333,0.13333333333333333,1.0
2013-07-01 09:13:27,1372670007,2,5851.9989,23.4079956,0.4,8218624.0,83884.0,0.0,0.2,0.2,1.0
2013-07-01 09:18:27,1372670307,2,5851.9989,29.2599945,0.5,8218624.0,100661.6,0.0,0.3333333333333333,0.2,1.0
2013-07-01 09:23:27,1372670607,2,5851.9989,29.2599945,0.5,8218624.0,100661.86666666668,0.0,0.13333333333333333,0.06666666666666668,1.0
2013-07-01 09:28:27,1372670907,2,5851.9989,29.2599945,0.5,8218624.0,111846.13333333332,0.0,0.2,0.06666666666666668,1.0
2013-07-01 09:33:27,1372671207,2,5851.9989,29.2599945,0.5,8218624.0,67107.2,0.0,0.2,0.2,1.0
2013-07-01 09:38:28,1372671508,2,5851.9989,21.4573293,0.36666666666666653,8218624.0,128624.53333333335,0.0,0.2,0.2,1.0
2013-07-01 09:43:28,1372671808,2,5851.9989,17.555996699999998,0.3,8218624.0,145401.6,0.0,1.0,0.2,1.0666666666666669
2013-07-01 09:48:28,1372672108,2,5851.9989,21.4573293,0.36666666666666653,8218624.0,162178.66666666663,0.0,0.2,0.26666666666666666,1.0
2013-07-01 09:53:28,1372672408,2,5851.9989,21.4573293,0.36666666666666653,8218624.0,190140.8,0.0,0.2,0.2,1.0
2013-07-01 09:58:28,1372672708,2,5851.9989,9.7533315,0.16666666666666669,8218624.0,33553.6,0.0,0.13333333333333333,0.06666666666666668,1.0
2013-07-01 10:03:28,1372673008,2,5851.9989,11.7039978,0.2,8218624.0,95069.33333333331,0.0,0.26666666666666666,0.13333333333333333,1.0
2013-07-01 10:08:28,1372673308,2,5851.9989,19.506663,0.33333333333333337,8218624.0,0.0,0.0,1.0,0.2,1.1333333333333333
2013-07-01 10:13:28,1372673608,2,5851.9989,128.74397580000002,2.2,8218624.0,106254.4,0.0,0.7333333333333333,4.266666666666667,12.333333333333336
2013-07-01 10:18:28,1372673908,2,5851.9989,183.3626322,3.1333333333333333,8218624.0,592793.6,0.0,0.3333333333333333,1.1333333333333333,4.933333333333334
2013-07-01 10:23:28,1372674208,2,5851.9989,27.3093282,0.4666666666666666,8218624.0,184548.26666666663,0.0,0.2,0.3333333333333333,1.0
2013-07-01 10:28:28,1372674508,2,5851.9989,23.4079956,0.4,8218624.0,106254.93333333332,0.0,0.2,0.13333333333333333,1.0
2013-07-01 10:33:28,1372674808,2,5851.9989,11.7039978,0.2,8218624.0,95069.06666666668,0.0,0.3333333333333333,0.2,1.0
2013-07-01 10:38:28,1372675108,2,5851.9989,17.555996699999998,0.3,8218624.0,268434.13333333336,0.0,0.13333333333333333,0.26666666666666666,1.0
2013-07-01 10:43:28,1372675408,2,5851.9989,9.7533315,0.16666666666666669,8218624.0,391467.2,0.0,0.13333333333333333,0.13333333333333333,1.0
2013-07-01 10:48:28,1372675708,2,5851.9989,11.7039978,0.2,8218624.0,173363.2,0.0,0.13333333333333333,0.13333333333333333,1.0
2013-07-01 10:53:28,1372676008,2,5851.9989,23.4079956,0.4,8218624.0,195732.53333333333,0.0,0.2,0.2,1.0
2013-07-01 10:58:28,1372676308,2,5851.9989,21.4573293,0.36666666666666653,8218624.0,464167.7333333333,0.0,0.3333333333333333,0.0,1.0
2013-07-01 11:03:28,1372676608,2,5851.9989,27.3093282,0.4666666666666666,8218624.0,234879.2,0.0,0.9333333333333332,0.13333333333333333,1.0
2013-07-01 11:08:28,1372676908,2,5851.9989,29.2599945,0.5,8218624.0,117439.73333333337,0.0,0.13333333333333333,0.06666666666666668,1.0
2013-07-01 11:13:28,1372677208,2,5851.9989,11.7039978,0.2,8218624.0,78293.6,0.0,0.2,0.2,1.0
2013-07-01 11:18:28,1372677508,2,5851.9989,9.7533315,0.16666666666666669,8218624.0,100662.13333333332,0.0,0.13333333333333333,0.13333333333333333,1.0
2013-07-01 11:23:28,1372677808,2,5851.9989,9.7533315,0.16666666666666669,8218624.0,33553.6,0.0,0.13333333333333333,0.13333333333333333,1.0
2013-07-01 11:28:28,1372678108,2,5851.9989,19.506663,0.33333333333333337,8218624.0,128623.46666666665,0.0,12.733333333333333,0.06666666666666668,1.0
2013-07-01 11:33:28,1372678408,2,5851.9989,9.7533315,0.16666666666666669,8218624.0,83884.8,0.0,0.8666666666666667,0.3333333333333333,1.0666666666666669
2013-07-01 11:38:28,1372678708,2,5851.9989,19.506663,0.33333333333333337,8218624.0,156586.13333333333,0.0,0.2,0.2,1.0
2013-07-01 11:43:29,1372679009,2,5851.9989,29.2599945,0.5,8218624.0,134216.0,0.0,0.13333333333333333,0.06666666666666668,1.0
2013-07-01 11:48:29,1372679309,2,5851.9989,29.2599945,0.5,8218624.0,100661.6,0.0,0.5333333333333333,0.26666666666666666,1.0666666666666669
2013-07-01 11:53:29,1372679609,2,5851.9989,29.2599945,0.5,8218624.0,95069.33333333331,0.0,0.13333333333333333,0.06666666666666668,1.0
2013-07-01 11:58:29,1372679909,2,5851.9989,52.667990100000004,0.9,8218624.0,156586.13333333333,0.0,0.6,0.6,1.3333333333333333
2013-07-01 12:03:29,1372680209,2,5851.9989,29.2599945,0.5,8218624.0,318765.6,0.0,0.4666666666666667,0.2,1.0
2013-07-01 12:08:29,1372680509,2,5851.9989,13.2999975,0.2272727272727273,8218624.0,144892.36363636365,0.0,0.4,0.6,1.8
2013-07-01 12:13:29,1372680809,2,5851.9989,9.7533315,0.16666666666666669,8218624.0,100662.4,0.0,0.26666666666666666,0.13333333333333333,1.0
2013-07-01 12:18:29,1372681109,2,5851.9989,5.8519989,0.1,8218624.0,100661.6,0.0,0.2,0.26666666666666666,1.0
2013-07-01 12:23:29,1372681409,2,5851.9989,11.7039978,0.2,8218624.0,50330.4,0.0,0.13333333333333333,0.3333333333333333,1.0666666666666669
2013-07-01 12:28:29,1372681709,2,5851.9989,9.7533315,0.16666666666666669,8218624.0,44738.13333333333,0.0,0.13333333333333333,0.2,1.0
2013-07-01 12:33:29,1372682009,2,5851.9989,5.8519989,0.1,8218624.0,139808.0,0.0,0.2,0.2,1.0
2013-07-01 12:38:29,1372682309,2,5851.9989,25.3586619,0.43333333333333335,8218624.0,134216.0,0.0,0.4666666666666667,0.26666666666666666,1.0
2013-07-01 12:43:29,1372682609,2,5851.9989,19.506663,0.33333333333333337,8218624.0,307581.06666666665,0.0,0.4,0.13333333333333333,1.0
2013-07-01 12:48:29,1372682909,2,5851.9989,0.0,0.0,8218624.0,128624.26666666663,0.0,0.13333333333333333,0.3333333333333333,1.0
2013-07-01 12:53:29,1372683209,2,5851.9989,0.0,0.0,8218624.0,167770.93333333332,0.0,0.13333333333333333,0.13333333333333333,1.0
2013-07-01 12:58:29,1372683509,2,5851.9989,7.802665199999999,0.13333333333333333,8218624.0,22369.6,0.0,0.2,0.13333333333333333,1.0
2013-07-01 13:03:29,1372683809,2,5851.9989,5.8519989,0.1,8218624.0,22369.066666666666,0.0,0.2,0.2,1.0
2013-07-01 13:08:29,1372684109,2,5851.9989,11.7039978,0.2,8218624.0,83884.0,0.0,0.8666666666666667,0.2,1.0666666666666669
2013-07-01 13:13:29,1372684409,2,5851.9989,3.9013326,0.06666666666666668,8218624.0,16776.8,0.0,0.13333333333333333,0.26666666666666666,1.0
2013-07-01 13:18:29,1372684709,2,5851.9989,9.7533315,0.16666666666666669,8218624.0,89477.33333333331,0.0,0.2,0.13333333333333333,1.0
2013-07-01 13:23:29,1372685009,2,5851.9989,23.4079956,0.4,8218624.0,128624.26666666663,0.0,0.2,0.26666666666666666,1.0
2013-07-01 13:28:29,1372685309,2,5851.9989,52.667990100000004,0.9,8218624.0,184548.0,0.0,0.6666666666666666,0.5333333333333333,1.3333333333333333
2013-07-01 13:33:29,1372685609,2,5851.9989,78.026652,1.3333333333333337,8218624.0,844452.0,160.86666666666667,22.466666666666665,0.3333333333333333,1.5333333333333334
